Team,Year,Player Name
West Indies,2000,Sherwin Campbell
West Indies,2000,Wavell Hinds
West Indies,2000,Brian Lara
West Indies,2000,Marlon Samuels
West Indies,2000,Jimmy Adams
West Indies,2000,Mahendra Nagamootoo
West Indies,2000,Mervyn Dillon
West Indies,2000,Kerry Jeremy
West Indies,2000,Nixon McLean
West Indies,2000,Azeemul Haniff
West Indies,2000,Sylvester Joseph
West Indies,2000,Colin Stuart
West Indies,2000,Laurie Williams
West Indies,2002,Chris Gayle
West Indies,2002,Shivnarine Chanderpaul
West Indies,2002,Brian Lara
West Indies,2002,Carl Hooper
West Indies,2002,Ramnaresh Sarwan
West Indies,2002,Wavell Hinds
West Indies,2002,Ridley Jacobs
West Indies,2002,Mahendra Nagamootoo
West Indies,2002,Vasbert Drakes
West Indies,2002,Mervyn Dillon
West Indies,2002,Pedro Collins
West Indies,2004,Chris Gayle
West Indies,2004,Wavell Hinds
West Indies,2004,Ramnaresh Sarwan
West Indies,2004,Brian Lara
West Indies,2004,Ricardo Powell
West Indies,2004,Shivnarine Chanderpaul
West Indies,2004,Sylvester Joseph
West Indies,2004,Dwayne Bravo
West Indies,2004,Courtney Browne
West Indies,2004,Mervyn Dillon
West Indies,2004,Ian Bradshaw
West Indies,2004,Daren Sammy
West Indies,2004,Ryan Hinds
West Indies,2004,Corey Collymore
West Indies,2006,Chris Gayle
West Indies,2006,Shivnarine Chanderpaul
West Indies,2006,Brian Lara
West Indies,2006,Runako Morton
West Indies,2006,Marlon Samuels
West Indies,2006,Ramnaresh Sarwan
West Indies,2006,Dwayne Bravo
West Indies,2006,Dwayne Smith
West Indies,2006,Wavell Hinds
West Indies,2006,Carlton Baugh
West Indies,2006,Jerome Taylor
West Indies,2006,Ian Bradshaw
West Indies,2006,Corey Collymore
West Indies,2006,Fidel Edwards
West Indies,2009,Floyd Reifer
West Indies,2009,Royston Crandon
West Indies,2009,Travis Dowlin
West Indies,2009,Andre Fletcher
West Indies,2009,Kieran Powell
West Indies,2009,Dale Richards
West Indies,2009,Devon Smith
West Indies,2009,Chadwick Walton
West Indies,2009,Daren Sammy
West Indies,2009,Tino Best
West Indies,2009,Nikita Miller
West Indies,2009,Kemar Roach
West Indies,2009,Gavin Tonge
West Indies,2009,David Bernard
West Indies,2009,Kevin McClean
West Indies,2013,Denesh Ramdin
West Indies,2013,Darren Bravo
West Indies,2013,Johnson Charles
West Indies,2013,Marlon Samuels
West Indies,2013,Ramnaresh Sarwan
West Indies,2013,Devon Smith
West Indies,2013,Dwayne Bravo
West Indies,2013,Chris Gayle
West Indies,2013,Jason Holder
West Indies,2013,Sunil Narine
West Indies,2013,Kieron Pollard
West Indies,2013,Daren Sammy
West Indies,2013,Tino Best
West Indies,2013,Ravi Rampaul
West Indies,2013,Kemar Roach
Zimbabwe,1998,Alistair Campbell
Zimbabwe,1998,Grant Flower
Zimbabwe,1998,Neil Johnson
Zimbabwe,1998,Murray Goodwin
Zimbabwe,1998,Andy Flower
Zimbabwe,1998,Craig Evans
Zimbabwe,1998,Craig Wishart
Zimbabwe,1998,Heath Streak
Zimbabwe,1998,Paul Strang
Zimbabwe,1998,Andy Whittall
Zimbabwe,1998,Henry Olonga
Zimbabwe,2000,Alistair Campbell
Zimbabwe,2000,Andy Flower
Zimbabwe,2000,Gavin Rennie
Zimbabwe,2000,Mark Vermeulen
Zimbabwe,2000,Craig Wishart
Zimbabwe,2000,Heath Streak
Zimbabwe,2000,Grant Flower
Zimbabwe,2000,Dirk Viljoen
Zimbabwe,2000,Guy Whittall
Zimbabwe,2000,Pommie Mbangwa
Zimbabwe,2000,Mluleki Nkala
Zimbabwe,2000,Henry Olonga
Zimbabwe,2000,Paul Strang
Zimbabwe,2002,Alistair Campbell
Zimbabwe,2002,Dion Ebrahim
Zimbabwe,2002,Andy Flower
Zimbabwe,2002,Grant Flower
Zimbabwe,2002,Stuart Carlisle
Zimbabwe,2002,Guy Whittall
Zimbabwe,2002,Dougie Marillier
Zimbabwe,2002,Sean Ervine
Zimbabwe,2002,Heath Streak
Zimbabwe,2002,Douglas Hondo
Zimbabwe,2002,Pommie Mbangwa
Zimbabwe,2002,Ray Price
Zimbabwe,2004,Stuart Matsikenyeri
Zimbabwe,2004,Brendan Taylor
Zimbabwe,2004,Vusi Sibanda
Zimbabwe,2004,Dion Ebrahim
Zimbabwe,2004,Mark Vermeulen
Zimbabwe,2004,Tatenda Taibu
Zimbabwe,2004,Elton Chigumbura
Zimbabwe,2004,Tinashe Panyangara
Zimbabwe,2004,Prosper Utseya
Zimbabwe,2004,Douglas Hondo
Zimbabwe,2004,Ed Rainsford
Zimbabwe,2006,Tafadzwa Mufambisi
Zimbabwe,2006,Chamu Chibhabha
Zimbabwe,2006,Hamilton Masakadza
Zimbabwe,2006,Tawanda Mupariwa
Zimbabwe,2006,Brendan Taylor
Zimbabwe,2006,Stuart Matsikenyeri
Zimbabwe,2006,Elton Chigumbura
Zimbabwe,2006,Piet Rinke
Zimbabwe,2006,Prosper Utseya
Zimbabwe,2006,Anthony Ireland
Zimbabwe,2006,Ed Rainsford
Zimbabwe,2006,Tafadzwa Kamungozi
